제목,장르,상영시간,개봉일,인기도,평균 평점,평점 수,제작비,수익,제작사,원어,시놉시스,키워드
프로젝트 X,['코미디'],88.0,2012-03-01,14.9775,6.885,6472.0,12000000.0,102731865.0,['Silver Pictures'],en,"고등학교에 다니고 있는 토마스, J.B., 코스타는 절친한 친구다. 코스타와 J.B.는 토마스의 생일을 위해 특별한 생일 프로젝트를 계획한다. 마침 생일날 토마스의 부모님이 오랜만에 여행을 떠나게 되면서 코스타와 J.B는 토마스 집에서 고등학교에 다니고 있는 학생들을 전부 초대하기로 한다. 그런데 코스타가 인터넷이며 방송, 라디오까지 토마스 생일을 위해 파티를 연다고 대대적인 홍보를 하고 나선다. 토마스는 설마 친구들이 얼마나 오겠느냐 하며 반문을 가지지만 친구들이 그룹으로 몰려오고 심지어 플레이보이 모델들과 영화배우들까지 속속들이 등장한다. 100여명에서 무려 2000명에서 3000명까지 몰려오는 토마스 인생 최대의 생일 파티를 열게 된다. 하지만 시간이 지날수록 점점 초대인들은 망가져가고, 흥분을 주체 못하는 젊은 세대들이기에 작게나마 기획했던 토마스의 생일은 웃지 못 할 상황까지 오게 되고 마는데……","['high school', 'birthday', 'birthday party', 'house party', 'teen movie', 'high school student', 'fake documentary']"
본 레거시,"['액션', '스릴러']",135.0,2012-08-08,12.9307,6.231,5776.0,130000000.0,276600000.0,['Universal Pictures'],en,"국방부에서 극비리에 진행중인 아웃컴 프로그램를 통해 제이슨 본을 능가하는 최정예 요원으로 훈련 받은 애론 크로스(제레미 레너). 제이슨 본에 의해 CIA의 트레드스톤의 존재가 세상에 알려지자, 아웃컴 프로그램 역시 보안을 보장할 수 없게 된다. 프로그램의 수장인 바이어(애드워드 노튼)는 각국의 모든 1급 요원들은 물론, 아웃컴 프로그램을 가장 잘 알고 있는 연구원 마르타(레이첼 와이즈)까지 제거해 모든 증거를 없애려 한다. 하지만 제거된 줄 알았던 애론 크로스가 요원들로부터 그녀를 구해내고 음모의 표적이 된 두 사람은 목숨을 건 반격을 시작하는데...","['assassin', 'espionage', 'wolf', 'maryland', 'covert operation', 'rooftop', 'exploding house', 'laptop', 'tracking device', 'fake id', 'pharmaceutical lab', 'government conspiracy', 'manila philippines', 'hunted', 'false passport', 'alberta canada', 'dramatic', 'admiring']"
플라이트,['드라마'],139.0,2012-11-02,13.3179,6.842,6104.0,31000000.0,161772575.0,['Paramount Pictures'],en,"완벽한 비행실력 빼고는 모든 것이 엉망진창인 파일럿 휘태커. 어느 화창한 가을날, 그는 정원 102명, 올랜도-애틀란타 행 사우스젯 227 항공기 조종석에 앉는다. 그러나 이륙 10여분 후 강한 난기류에 이어 기체 결함이 발생하고  사우스젯 227기는 속수무책으로 지상을 향해 곤두박질친다. 엔진 마저 고장난 상황! 파일럿 휘태커는 뛰어난 기지를 발휘해 연속으로 기체를 뒤집어 활공하며 기적적으로 비행기를 비상착륙 시킨다. 100% 사망의 위기에서 95% 승객의 목숨을 살려내며 하루 아침에 영웅이 된 휘태커. 하지만 하나의 진실이 그를 인생 최대의 딜레마에 빠지게 한다.","['airplane', 'confession', 'investigation', 'pilot', 'emergency landing', 'flight', 'alcoholism', 'f word', 'hangover', 'airplane accident', 'airplane crash', 'syringe', 'denial', 'baseball stadium', 'perjury', 'national transportation safety board', 'flying upside down', 'narcissist', 'relapse', 'substance abuse', 'hard', 'cautionary', 'inspirational', 'dramatic']"
월플라워,['드라마'],103.0,2012-09-20,12.3115,7.796,10654.0,13000000.0,33384127.0,['Mr. Mudd'],en,"말 못할 트라우마를 가지고 자신만의 세계에 갇혀있던 ‘찰리’는 고등학교 신입생이 돼서도 친구들과 어울리지 못한 채 방황한다. 그러던 어느 날, 타인의 시선 따위는 신경 쓰지 않고 삶을 즐기는 ‘샘’과 ‘패트릭’ 남매를 만나 인생의 새로운 전환을 맞이한다. 멋진 음악과 친구들을 만나며 세상 밖으로 나가는 법을 배워가는 ‘찰리’. 자신도 모르는 사이 ‘샘’을 사랑하게 된 그는 이제껏 경험한적 없는 가슴 벅찬 나날을 보낸다.","['school friend', 'depression', 'high school', 'friendship', 'based on novel or book', 'trauma', 'coming of age', 'freshman', 'school', 'teenage boy', 'high school student', 'first love', 'aunt nephew relationship', 'lgbt', 'mental health', 'lgbt teen', 'pittsburgh, pennsylvania', 'candid', 'thoughtful', '1990s', 'based on young adult novel', 'gay theme', 'serious', ""boys' love (bl)"", 'teenager', 'reminiscent', 'romantic', 'admiring', 'amused', 'appreciative']"
라이프 오브 파이,"['모험', '드라마']",127.0,2012-11-20,14.0854,7.403,13250.0,120000000.0,609016565.0,['Fox 2000 Pictures'],en,"인도에서 동물원을 운영하던 ‘파이’의 가족들은 정부의 지원이 끊기자 캐나다로 이민을 준비한다.  동물들을 싣고 캐나다로 떠나는 배에 탑승한 가족들.  하지만 상상치 못한 폭풍우에 화물선은 침몰하고 가까스로 구명선에 탄 파이만 목숨을 건지게 된다.  구명 보트에는 다리를 다친 얼룩말과 굶주린 하이에나,  그리고 바나나 뭉치를 타고 구명보트로 뛰어든 오랑우탄이 함께 탑승해 긴장감이 감돈다.  하지만 이들 모두를 놀라게 만든 진짜 주인공은  보트 아래에 몸을 숨기고 있었던 벵갈 호랑이 ‘리처드 파커’!  시간이 갈수록 배고픔에 허덕이는 동물들은 서로를 공격하고  결국 리처드 파커와 파이만이 배에 남게 된다.  파이는 배에서 발견한 생존 지침서를 바탕으로  점차 ‘리처드 파커’와 함께 바다 위에서 살아가는 법을 습득하게 된다.  그리고 태평양 한가운데서..  집채 만한 고래와 빛을 내는 해파리, 하늘을 나는 물고기, 그리고 미어캣이 사는 신비의 섬 등  그 누구도 보지 않고서는 믿을 수 없는 놀라운 사건들을 겪게 되는데…!","['sea', 'faith', 'loss of loved one', '1970s', 'zebra', 'survival', 'young boy', 'zookeeper', 'orangutan', 'teenage boy', 'hyena', 'meerkat', 'magic realism', 'cargo ship', 'lifeboat', 'injured animal', 'storm at sea', 'told in flashback', 'wreckage', 'loss of family', 'teenage protagonist', 'family loss', 'flying fish', 'vibrant']"
실버라이닝 플레이북,"['드라마', '코미디', '로맨스']",122.0,2012-11-16,12.1637,7.1,12139.0,21000000.0,236412453.0,['The Weinstein Company'],en,"아내의 외도를 목격하고 한 순간 감정이 폭발해 아내, 직장, 집은 물론, 정신까지 잃게 된 이 남자.  8개월의 병원 생활 후 ‘긍정의 힘’을 믿으며 아내와 자신의 인생을 되찾기 위해 고군분투 노력중!  긍정의 주문을 외우며 마인드 컨트롤을 해보지만, 감정은 통제불능이요 ~아내에게는 접근명령 상태라~  내숭 없는 이. 여. 자. 정말 대책 없다?!  연애세포 과다 방출, 치유확률 -100%  남편의 죽음 이후 외로움 때문에 회사 내 모든 직원들과 관계를 맺은 티파니. 저돌적인 대시와 내숭 없는 애정 표현으로 티파니는 팻의 인생에 갑자기 뛰어든다. 그의 조깅코스에 불쑥 나타나는가 하면 함께 자자는 말을 거침없이 쏟아내며 예측불허의 행동으로 팻을 당황스럽게 만드는 그녀, 그런 티파니가 팻은 부담스럽기만 하다.  재생률 100%! 연애세포 복구프로젝트가 시작된다  쉽게 자신에게 넘어오지 않는 ‘팻’을 위해 티파니는 ‘헤어진 아내와의 재결합을 도와주는 대신, 자신과 함께 댄스 대회에 참가’하자는 달콤한 제안을 하는데…  과연 그들은 사랑 때문에 고장(?) 난 러브멘탈을 복구하고 그들만의 ‘실버라이닝’을 찾을 수 있을까?","['depression', 'infidelity', 'dancing', 'friendship', 'philadelphia, pennsylvania', 'based on novel or book', 'widow', 'superstition', 'letter', 'dance competition', 'teacher', 'mental institution', 'therapy', 'mental illness', 'ex-wife', 'institutionalization', 'death of husband', 'father son relationship', 'cheating wife']"
빅 미라클,"['모험', '드라마', '로맨스', '판타지']",107.0,2012-02-02,10.092,6.692,500.0,40000000.0,24719215.0,['Working Title Films'],en,"회색고래 가족, 거대한 빙벽에 갇혀 돌아갈 길을 잃다! 1988년 모두가 서로를 향해 날을 세우고 있던 냉전이 한창이던 때, 조용하기만 하던 알래스카의 작은 마을에 큰 뉴스거리가 생겼다. 먹이를 찾아 북극까지 찾아온 회색고래 가족이 거대한 빙벽에 갇혀버린 것! 우연히 이를 발견한 뉴스 리포터 ‘아담’(존 크라신스키)에 의해 회색고래 가족의 상황이 전국에 알려진다.  기적 같은 희망, 전세계가 힘을 모아 따뜻한 손길을 내밀다! 방송을 본 그린피스 자원봉사자 ‘레이첼’(드류 베리모어)이 고래가족의 구출작전에 합류하고 주지사에 도움을 요청하지만 이를 무시하자, 인터뷰를 통해 위험에 처한 회색고래 가족에 대한 관심을 호소한다. 결국 이는 국제적인 이슈로 떠오르며 냉랭했던 미국과 소련까지 화합해 전세계가 고래가족을 구하기 위해 한 마음으로 움직이는 전무후무한 사건이 벌어지는데…  과연, 전세계가 지켜보는 가운데 회색고래 세 가족은 무사히 구출될 수 있을까?","['whale', 'based on true story', 'alaska', 'reporter', 'aftercreditsstinger', 'duringcreditsstinger', 'greenpeace', 'animal protection']"
아르고,"['드라마', '스릴러']",120.0,2012-10-11,13.5569,7.281,8434.0,44500000.0,232300000.0,['GK Films'],en,"1979년, 테헤란에 있는 미 대사관이 성난 시위대에게 점령당하자 6명의 직원들은 캐나다 대사 관저로 피신하고 이들을 구하기 위해CIA의 구출 전문요원 토니 멘데스(벤 에플렉)가 투입된다. 자신의 아들이 보던 영화 에서 힌트를 얻은 토니는 가짜 SF 영화를 제작하는 영화사를 세워 인질을 구출하는 기상천외한 작전을 세운다. 할리우드 제작자들과 협력해 가짜 시나리오를 만들고 배우를 캐스팅해 기자 회견까지 여는 치밀함으로 전 세계를 감쪽같이 속인 그는 로케이션 장소 헌팅이라는 명목으로 테헤란에 잠입하는데...","['central intelligence agency (cia)', 'husband wife relationship', 'revolution', 'press conference', 'biography', 'american abroad', 'extraction', 'iran hostage crisis', 'intelligence agent', 'langley virginia', '1980s', 'political thriller', 'factual']"
테이큰 2,"['액션', '범죄', '스릴러']",91.0,2012-09-27,13.3163,6.361,6760.0,45000000.0,376100000.0,['EuropaCorp'],en,"킴(메기 그레이스)의 납치 사건으로 조직에 치명타를 입고, 가족의 목숨까지 빼앗긴 인신매매범 일당은 브라이언(리암 니슨)에게 똑같이 갚아주기 위해 조직력을 총동원, 그의 뒤를 쫓는다.  한편 이스탄불을 여행 중이던 브라이언과 전처 레노어(팜케 얀슨)는 알 수 없는 일당의 기습을 받고 납치되지만, 킴만은 극적으로 놈들의 손아귀에서 벗어난다. 어디론가 끌려가는 브라이언은 오직 소리에만 의존해 자신의 위치를 파악해간다. 감시를 피해 가까스로 탈출에 성공한 브라이언은 이제 킴과 레노아를 지키기 위해 다시 한번 전직 특수 요원의 실력을 발휘해 놈들을 역추적하기 시작하는데...","['kidnapping', 'fbi', 'turkey', 'police chase', 'teenage daughter', 'stealing a car', 'ex-husband ex-wife relationship', 'albanian', 'u.s. embassy', 'aggressive', 'furious']"
링컨,"['역사', '드라마']",150.0,2012-11-09,13.2197,6.854,3847.0,65000000.0,275300000.0,['DreamWorks Pictures'],en,"미연방 역사상 가장 아픈 상처로 기억될 남북전쟁. 그 사이에 노예제도가 있었다. 모든 인간은 자유로워야 한다고 믿는 링컨은 전쟁이 끝나는 순간 노예제 폐지 역시 물거품이 될 것이라 확신하고 전쟁 종결 이전에 헌법 13조 수정안을 통과시키려 한다. 하지만 수정안 통과까지 20표만을 남겨놓은 상황에서 남부군으로부터 평화제의가 들어온다. 전장에서 흘리게 될 수많은 젊은 장병들의 목숨, 그리고 앞으로 태어날 모든 인류의 자유. 그 무엇도 포기할 수 없는 링컨에게 위대한 결단의 순간만이 남아 있는데…","['mutiny', 'usa president', 'based on true story', 'speech', 'battlefield', 'historical fiction', 'family conflict', 'american civil war', 'cultural conflict', 'battle of gettysburg', 'secession', 'gettysburg address', 'conflagration', 'ethical dilemma', 'emancipation', '19th century', 'abraham lincoln', 'abraham', 'america', 'assertive']"
크로니클,"['SF', '드라마', '스릴러']",84.0,2012-02-01,12.3451,6.83,5381.0,15000000.0,145000000.0,['Dune Entertainment'],en,"평범한 고교생 친구 앤드류와 맷, 스티브는 어느 날, 우연히 발견한 땅굴에서 무언가를 본 이후 그들에게 생긴 작은 변화를 알게 된다.  작은 손짓만으로 물건을 이리 저리 움직이거나, 포크로 찔러도 다치지 않는 등 특별한 능력을 갖게 된 것. 어릴 때 한번쯤은 꿈꿔왔던 초능력을 갖게 된 이들은 사람들을 놀라게 만드는 장난을 하는 등 자신들의 특별한 능력에 심취한다. 장난에 장난을 이어가던 중 우발적으로 사고를 일으키게 된 이들은 혼란에 빠지고, 그들의 초능력은 점점 제어하기 힘들 정도로 커져간다. 그러던 중 앤드류가 이상행동을 보이며 점점 공격적으로 변한다. 특별하지만 위험한 그들의 능력에 도시는 점차 혼란에 휩싸이는데…","['friendship', 'flying', 'seattle, washington', 'telekinesis', 'coming of age', 'outcast', 'loneliness', 'super power', 'found footage', 'aftercreditsstinger', 'abuse', 'teenager', 'intense', 'assertive', 'joyful', '超能失控']"
타이탄의 분노,"['판타지', '모험', '액션']",99.0,2012-03-28,11.2005,5.739,4273.0,150000000.0,301970083.0,['Thunder Road'],en,"크라켄과의 전투를 승리로 이끈 반신반인 ‘페르세우스(샘 워싱턴)’는 한적한 마을의 어부이자 10살 된 아들의 아버지로 평범한 삶을 살고 있다. 한편, 신과 타이탄의 갈등은 더욱 고조되고 이 사이 깊은 지하 세계 속에 묶여 있던 포세이돈의 아버지 ‘크로노스’가 속박에서 풀리게 된다. 이를 기회로 ‘제우스(리암 니슨)’를 무너뜨리기 위해 지옥의 신 ‘하데스(랄프 파인즈)’와 제우스의 아들인 전쟁의 신 ‘아레스’가 크로노스와 결맹해 세상의 종말을 부를 대혼란을 일으키려 한다. 크로노스의 등장으로 타이탄의 힘은 점점 더 강력해지고, 더 이상 사명을 거부할 수 없다는 것을 깨달은 페르세우스는 아버지 제우스와 위기에 처한 인간들을 구하기 위해 ‘안드로메다 공주’와 포세이돈의 아들 ‘아게노르’, 불의 신 ‘헤파이스토스’와 연합군을 결성하고 최후의 전투를 치르러 지옥의 문으로 나선다. 신도 막지 못한 분노, 신화사상 가장 격렬한 전투가 시작된다!","['hades', 'mythology', 'greek mythology', 'zeus', 'god', 'perseus', 'ancient greece', 'ares', 'based on myths, legends or folklore']"
